epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
44,6311.16,1.51195,1.02213,0.00764,0.73239,0.43841,0.43785,0.25691,1.48136,0.889,0.01025,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
45,6460.88,1.49866,1.0106,0.00766,0.72565,0.43092,0.44265,0.26119,1.48081,0.88921,0.01023,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
46,6608.81,1.49343,1.01942,0.00754,0.72444,0.43561,0.4505,0.2639,1.47731,0.88016,0.01018,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
47,6736.32,1.49076,1.00779,0.00761,0.65396,0.43493,0.45998,0.27227,1.47847,0.86554,0.01022,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
48,6863.94,1.48939,1.01269,0.00755,0.75064,0.44491,0.45738,0.27018,1.47727,0.8609,0.01028,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
49,6991.37,1.48003,1.00348,0.00753,0.74579,0.45203,0.46057,0.27198,1.47652,0.86016,0.01026,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
50,7120.62,1.47423,0.97981,0.00744,0.76215,0.43799,0.45484,0.26886,1.48016,0.86916,0.01028,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
51,7249.06,1.47956,0.97757,0.00749,0.76304,0.43731,0.47258,0.27748,1.484,0.86349,0.01031,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,7374.6,1.45997,0.97749,0.0073,0.74481,0.44154,0.4639,0.27239,1.47987,0.86976,0.01025,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
53,7504.91,1.45898,0.96429,0.00737,0.75926,0.42664,0.46548,0.27458,1.48284,0.87368,0.01028,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
54,7635.41,1.45166,0.9561,0.00736,0.75904,0.43548,0.45552,0.26913,1.48458,0.86484,0.0103,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
55,7764.42,1.44811,0.96378,0.00725,0.75168,0.44478,0.45327,0.26893,1.48661,0.87013,0.0103,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
56,7896.44,1.44547,0.95209,0.00733,0.72996,0.45938,0.45394,0.26591,1.48424,0.86864,0.01028,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
57,8044.66,1.43894,0.94829,0.00725,0.71701,0.47246,0.4545,0.26607,1.48272,0.87754,0.01026,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
58,8170.44,1.44111,0.92933,0.0073,0.75374,0.42168,0.45926,0.26983,1.48142,0.87508,0.01025,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
59,8303.07,1.43591,0.91785,0.00724,0.7358,0.45402,0.46086,0.27203,1.4867,0.86329,0.0103,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
60,8435.14,1.42824,0.92701,0.0071,0.73731,0.45091,0.45756,0.27112,1.48755,0.86634,0.01029,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
61,8563.72,1.41413,0.89887,0.00711,0.74834,0.43099,0.45752,0.27125,1.49323,0.85959,0.01031,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
62,8718.6,1.41316,0.90337,0.00708,0.76993,0.43007,0.45374,0.269,1.49264,0.86601,0.01031,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,8872.12,1.41975,0.89314,0.00714,0.75796,0.45239,0.45924,0.27427,1.49379,0.86294,0.01032,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,9028.09,1.41433,0.87876,0.00711,0.75841,0.44562,0.46084,0.27517,1.49471,0.85257,0.01036,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
65,9184.18,1.39592,0.89066,0.00697,0.73635,0.45104,0.459,0.27513,1.49474,0.8603,0.01034,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,9311.89,1.40122,0.88135,0.007,0.7262,0.4516,0.457,0.27498,1.49295,0.85727,0.01036,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,9442.04,1.38769,0.87257,0.00696,0.73129,0.44838,0.45692,0.27436,1.49417,0.859,0.01037,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,9570.01,1.38013,0.86322,0.00689,0.73096,0.45091,0.45741,0.27429,1.49425,0.86142,0.01037,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,9717.42,1.37545,0.86683,0.0069,0.74023,0.45089,0.46034,0.27614,1.4943,0.8623,0.01037,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,9873.61,1.36768,0.84894,0.00683,0.74003,0.44578,0.45737,0.27445,1.49437,0.86302,0.01037,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,10008.4,1.36926,0.84841,0.00686,0.72825,0.44672,0.45805,0.27296,1.49983,0.86307,0.0104,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,10140.5,1.35343,0.82756,0.00671,0.72062,0.44066,0.45855,0.27484,1.50177,0.86114,0.01042,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,10269.2,1.34834,0.8254,0.00668,0.72668,0.44965,0.45643,0.27148,1.50188,0.86203,0.01043,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,10427.2,1.34883,0.80967,0.00668,0.74362,0.4439,0.45271,0.26923,1.5035,0.86187,0.01043,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,10587,1.33315,0.82086,0.00661,0.7392,0.45361,0.45224,0.26916,1.50594,0.8576,0.01046,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,10739.2,1.34145,0.81032,0.00663,0.73858,0.45489,0.45067,0.26717,1.50637,0.85851,0.01046,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,10889.9,1.32774,0.80703,0.00661,0.62076,0.45273,0.45177,0.2683,1.50588,0.86031,0.01047,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,11043.4,1.31974,0.79964,0.00653,0.60984,0.45769,0.45236,0.26855,1.50389,0.856,0.01046,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,11195.5,1.31801,0.79577,0.0065,0.73781,0.44856,0.45339,0.26985,1.50345,0.85764,0.01046,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,11343.4,1.30226,0.78031,0.00647,0.74154,0.4461,0.452,0.2702,1.50515,0.85683,0.01047,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,11492.6,1.29703,0.77579,0.0064,0.73468,0.45041,0.4505,0.26858,1.50532,0.85759,0.01047,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,11649.5,1.28699,0.77849,0.00639,0.7239,0.44497,0.44827,0.26715,1.50666,0.85747,0.01047,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,11776,1.29505,0.76993,0.00639,0.71624,0.44908,0.448,0.26646,1.50583,0.86175,0.01047,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,11930.4,1.27777,0.75952,0.00631,0.71536,0.44897,0.44909,0.26669,1.50754,0.86274,0.01048,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,12081.9,1.27105,0.77071,0.00628,0.71758,0.44851,0.45004,0.26664,1.50763,0.86324,0.01049,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,12234.2,1.26801,0.75062,0.0063,0.71952,0.44301,0.44932,0.26627,1.50589,0.86786,0.01048,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,12383.8,1.26446,0.73772,0.00625,0.59773,0.44918,0.44957,0.26677,1.50743,0.86818,0.01049,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,12526.8,1.25572,0.73418,0.00618,0.60371,0.4447,0.44962,0.26622,1.507,0.86981,0.01049,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,12677.1,1.24612,0.72613,0.00612,0.60141,0.44368,0.45107,0.2675,1.51032,0.86486,0.01052,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,12832.9,1.24361,0.71808,0.00609,0.73151,0.44273,0.45011,0.26721,1.51131,0.8651,0.01052,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,12963.9,1.19636,0.53977,0.00711,0.6065,0.44455,0.44845,0.26726,1.51242,0.86651,0.01052,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,13118.9,1.15996,0.50878,0.0069,0.60693,0.45102,0.44969,0.26784,1.51445,0.86379,0.01053,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,13264,1.14487,0.49675,0.00679,0.58988,0.45205,0.44956,0.26774,1.51378,0.86675,0.01054,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,13417.5,1.13707,0.49245,0.00665,0.59027,0.45263,0.44794,0.26777,1.51443,0.86704,0.01053,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,13575.2,1.11974,0.48436,0.00658,0.59598,0.45401,0.44867,0.26807,1.5143,0.86922,0.01054,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,13702.3,1.11564,0.47447,0.00659,0.59628,0.45811,0.44774,0.26779,1.51618,0.86702,0.01055,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,13830.5,1.10135,0.47408,0.00651,0.59767,0.45871,0.44573,0.26664,1.51821,0.86561,0.01057,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,13956,1.09476,0.46104,0.0064,0.59674,0.46124,0.44539,0.26585,1.51921,0.86667,0.01058,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,14084.9,1.08888,0.4587,0.00638,0.58618,0.4606,0.43973,0.26527,1.52115,0.86677,0.0106,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,14237.2,1.08349,0.45311,0.00634,0.57958,0.46429,0.43962,0.26554,1.52129,0.86754,0.0106,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
